time,open,high,low,close,tick_volume,spread,real_volume,rsi,ema20,ema50,ema200,slope,ema20_above_ema50,price_vs_ema50,volatility,rsi_overbought,future_return,signal
2025-01-03 09:00:00,102286.81,102374.52,100936.79,101206.4,1800,2666,0,54.930363664587034,100891.05874036967,99608.43957521807,98420.59368578506,-1089.1600000000035,1,1597.9604247819225,571.2220795234427,0,-0.007809782780535561,0
2025-01-03 10:00:00,101234.0,101853.81,101098.72,101139.03,1799,2666,0,54.45778178194742,100914.67505081065,99668.46272913109,98447.64280333945,-67.36999999999534,1,1470.567270868909,590.2818713138273,0,-0.005715399880738454,0
2025-01-03 11:00:00,101136.69,101170.73,100011.73,100713.72,1800,2666,0,51.448511879811576,100895.53647454297,99709.45321034164,98470.19083514702,-425.3099999999977,1,1004.2667896583589,628.8381558650466,0,0.002103387701298259,0
2025-01-03 12:00:00,100712.59,100955.32,99859.45,100416.0,1800,2666,0,49.39102837320705,100849.8663341103,99737.16092758314,98489.55212036945,-297.72000000000116,1,678.8390724168567,756.3580257762828,0,0.008241017367750148,0
2025-01-03 13:00:00,100392.61,100633.53,99388.85,100560.98,1799,2666,0,50.43061771965371,100822.35334990932,99769.467557874,98510.16334305234,144.97999999999593,1,791.512442125997,792.9129467347154,0,-0.0025055443970413956,0
2025-01-03 14:00:00,100577.82,101448.16,100179.8,100925.56,1800,2666,0,53.04281395818314,100832.18255467985,99814.80451638874,98534.1971406339,364.58000000000175,1,1110.755483611254,770.3088667545264,0,-0.006826021079298428,0
2025-01-03 15:00:00,100944.59,101769.26,100661.06,101243.53,1800,2666,0,55.257394857629,100871.35850185319,99870.83296672645,98561.15567654799,317.97000000000116,1,1372.697033273551,697.7157266590131,0,-0.00966995125515679,0
2025-01-03 16:00:00,101225.32,101264.09,99629.43,100309.02,1800,2666,0,48.08043720003139,100817.80245405766,99888.01677195287,98578.54736135846,-934.5099999999948,1,421.00322804713505,667.0261270283445,0,-0.0068878152732426605,0
2025-01-03 17:00:00,100304.91,100993.1,99936.08,100236.64,1800,2666,0,47.565139666840665,100762.45364890932,99901.68827109197,98595.0457955738,-72.38000000000466,1,334.95172890802496,613.7543093712437,0,-0.0013791364115956525,0
2025-01-03 18:00:00,100270.75,101083.85,99824.83,100264.51,1799,2666,0,47.79713915817134,100715.03044425129,99915.9165741864,98611.65737969746,27.869999999995343,1,348.5934258135967,401.7817233684101,0,-0.011696361952998084,0
2025-01-03 19:00:00,100249.82,100250.63,99123.94,99618.11,1800,2666,0,43.040568242479544,100610.56183051306,99904.23788500263,98621.67183363083,-646.3999999999942,1,-286.1278850026283,485.28619681883885,0,0.0027074394404793104,0
2025-01-03 20:00:00,99602.08,100246.95,99078.86,100098.4,1800,2666,0,47.241730855063324,100561.78451332134,99911.85208559077,98636.36564623151,480.2899999999936,1,186.54791440922418,453.75556187788743,0,0.007322994173733088,0
2025-01-03 21:00:00,100059.79,100708.74,98987.62,99091.78,1800,2666,0,40.49954550897184,100421.78408348121,99879.69239595976,98640.89713233866,-1006.6199999999953,1,-787.9123959597637,608.1267789437118,0,0.02694017606707643,1
2025-01-03 22:00:00,99130.94,100321.59,98928.42,99887.82,1800,2666,0,46.94766939860866,100370.93036124491,99880.01112552997,98653.30432505172,796.0400000000081,1,7.808874470036244,617.5244885523069,0,0.021982459923542218,1
2025-01-03 23:00:00,99868.43,101011.27,99393.44,100831.42,1799,2666,0,53.39504416709479,100414.78651731682,99917.32127746998,98674.97711783729,943.5999999999913,1,914.0987225300196,639.4716242072301,0,0.025779266026403284,1
2025-01-04 00:00:00,100847.31,102206.33,100763.68,101761.33,1800,2666,0,58.71934620378453,100543.02875376285,99989.63534502017,98705.68709676429,929.9100000000035,1,1771.6946549798304,777.2506069363355,0,0.00771324431392557,0
2025-01-04 01:00:00,101736.31,102910.67,101676.51,102083.6,1799,2666,0,60.40748189432734,100689.74982483305,100071.75160599977,98739.29817042833,322.2700000000041,1,2011.8483940002334,918.9317479561773,0,-0.003361558565724597,0
2025-01-04 02:00:00,102081.02,103641.24,101417.92,103430.78,1800,2666,0,66.56316648101452,100950.80031770609,100203.47820968606,98785.97958166785,1347.179999999993,1,3227.3017903139407,1320.2990447915024,0,-0.009210121010399424,0
2025-01-04 03:00:00,103415.55,103884.12,102466.08,102546.24,1800,2666,0,59.97027662143194,101102.74695411503,100295.35122107092,98823.39510821842,-884.5399999999936,1,2250.8887789290893,1422.3836297761363,0,0.003730609722989333,0
2025-01-04 04:00:00,102534.91,103091.41,101341.97,101740.44,1800,2666,0,54.65901028506077,101163.4796251517,100352.02136926421,98852.42043052471,-805.8000000000029,1,1388.4186307357886,1418.6061381654515,0,-0.00104157206318354,0
2025-01-04 05:00:00,101727.22,102941.28,101609.13,102478.17,1798,2666,0,58.30025827394809,101288.68823228011,100435.39974694014,98888.49754066874,737.7299999999959,1,2042.7702530598617,1372.1805564124056,0,-0.005011603934769735,0
2025-01-04 06:00:00,102514.54,103096.58,102100.55,102928.8,1799,2666,0,60.39264722580488,101444.88935301534,100533.18014902092,98928.69955518945,450.63000000000466,1,2395.6198509790847,1366.9179078076174,0,-0.008254735312177046,0
2025-01-04 07:00:00,102924.47,103665.72,101634.47,101634.47,1798,2666,0,52.27851798965495,101462.94465272817,100576.36798631422,98955.62264419254,-1294.3300000000017,1,1058.1020136857842,1026.4730112064137,0,0.001400410707115428,0
2025-01-04 08:00:00,101627.06,102099.32,101530.82,101964.59,1800,2666,0,53.9769371252593,101510.72040008739,100630.80806528228,98985.56261788217,330.11999999999534,1,1333.7819347177137,735.8018543849176,0,-0.00440378370569625,0
2025-01-04 09:00:00,101989.82,102688.53,101717.17,102079.15,1800,2666,0,54.58104423752381,101564.85655246001,100687.6057882124,99016.34458188334,114.55999999999767,1,1391.5442117875937,578.1500514972638,0,-0.02440860841807559,0
2025-01-04 10:00:00,102085.99,102438.02,100863.29,101776.8,1799,2666,0,52.617981122417724,101585.04164270192,100730.31928671387,99043.81179997406,-302.34999999999127,1,1046.4807132861315,576.6721286684104,0,-0.029435195447292575,0
2025-01-04 11:00:00,101747.46,101926.83,100768.18,101515.56,1800,2666,0,50.91407878581373,101578.42434339697,100761.11304017607,99068.40630942705,-261.24000000000524,1,754.446959823923,622.8006238495582,0,-0.023319380792461757,0
2025-01-04 12:00:00,101522.08,101562.44,99447.75,99587.54,1799,2666,0,40.49234473718655,101388.81631069249,100715.09056801231,99073.57181878599,-1928.020000000004,1,-1127.550568012317,906.5824462750504,0,-0.0076218370290097905,0
2025-01-04 13:00:00,99601.9,99736.2,98087.21,98780.98,1799,2666,0,37.07352785744319,101140.4509477694,100639.24309475692,99070.66045740504,-806.5599999999977,1,-1858.2630947569269,1279.170881409184,0,0.012571549705216548,0
2025-01-04 14:00:00,98806.33,99423.73,98775.78,99148.28,1800,2666,0,39.57551350392742,100950.72038131516,100580.77395378606,99071.43279116221,367.3000000000029,1,-1432.4939537860628,1462.9169749680202,0,0.013954755443059592,0
2025-01-04 15:00:00,99136.88,99420.0,98571.86,98828.5,1799,2666,0,38.15319331181844,100748.60415452323,100512.05732814739,99069.0155494591,-319.77999999999884,1,-1683.5573281473917,1557.8580182280227,0,0.02364945334594783,1
2025-01-04 16:00:00,98816.2,100374.54,98589.57,100022.81,1800,2666,0,45.9641347352464,100679.4809017115,100492.87115841612,99078.50604150428,1194.3099999999977,1,-470.06115841612336,1382.9217551323852,0,0.004302718549898722,0
2025-01-04 17:00:00,100020.99,101238.82,100020.99,100531.87,1800,2666,0,48.92508002468633,100665.42272059612,100494.40052475275,99092.96737442464,509.0599999999977,1,37.46947524724237,1328.297146347988,0,-0.004358816761291689,0
2025-01-04 18:00:00,100538.87,101592.76,100344.4,101165.74,1799,2666,0,52.42113503853159,100713.07198530126,100520.72756299774,99113.5919776642,633.8700000000099,1,645.0124370022677,1246.8483838068532,0,-0.01854560644740015,0
2025-01-04 19:00:00,101166.23,101552.6,100294.84,100453.18,1800,2666,0,48.40962224336418,100688.3203676535,100518.07863895861,99126.9212117173,-712.5600000000122,1,-64.89863895862072,1091.7658554554748,0,-0.003222098095849213,0
2025-01-04 20:00:00,100452.72,100925.48,99596.17,100093.67,1800,2666,0,46.477140579967646,100631.68699930556,100501.43516292103,99136.54060264549,-359.50999999999476,1,-407.7651629210304,937.2391208115091,0,0.006926511936269326,0
2025-01-04 21:00:00,100095.07,100164.97,99008.61,99289.56,1799,2666,0,42.4001453373301,100503.86538032407,100453.91064672805,99138.0631837137,-804.1100000000006,1,-1164.350646728053,794.0818095424397,0,0.010692161391388937,0
2025-01-04 22:00:00,99287.65,100576.74,98742.24,100129.51,1800,2666,0,47.57352245118364,100468.21248695988,100441.18905273871,99147.92832616431,839.9499999999971,1,-311.6790527387202,797.2010929499786,0,0.005034779457125124,0
2025-01-04 23:00:00,100149.62,100909.42,99562.52,100786.97,1800,2666,0,51.2633732133659,100498.57034534466,100454.74908988623,99164.2371985408,657.4600000000064,1,332.2209101137705,750.9181523749432,0,0.011935570639736437,0
2025-01-05 00:00:00,100809.23,101058.1,100245.99,100351.18,1799,2666,0,48.811097467075975,100484.53316959755,100450.68755694952,99176.04757467473,-435.79000000000815,1,-99.50755694952386,684.7403064013722,0,0.020809720423815778,1
2025-01-05 01:00:00,100376.13,100825.34,100106.82,100633.64,1799,2666,0,50.465105973672145,100498.73382011207,100457.86216255934,99190.5509818919,282.4600000000064,1,175.77783744066255,508.40516091618,0,0.012144249179498976,0
2025-01-05 02:00:00,100671.91,102340.0,100112.32,101989.92,1806,2666,0,57.55675994162581,100640.75155152997,100517.9428620668,99218.40539998253,1356.2799999999988,1,1471.9771379331942,710.0928720985055,0,0.001848221863493961,0
2025-01-05 03:00:00,102016.14,102884.47,101709.5,102439.46,1799,2666,0,59.62025547022456,100812.05711805093,100593.29647531909,99250.45569451006,449.54000000000815,1,1846.1635246809165,929.303783761208,0,0.00785693325599335,0
2025-01-05 04:00:00,102429.05,102587.5,101422.97,101855.76,1799,2666,0,55.82509201660276,100911.45739252228,100642.804848836,99276.37912043535,-583.7000000000116,1,1212.955151164002,988.701308746654,0,0.01592732703580051,1
2025-01-05 05:00:00,101862.21,102847.12,101353.05,102178.42,1800,2666,0,57.437961383780014,101032.12049799635,100703.02505084244,99305.25514908774,322.6600000000035,1,1475.3949491575622,1068.332055781672,0,0.018848696231552685,1
2025-01-05 06:00:00,102180.19,103514.59,102121.37,103244.32,1800,2666,0,62.33085047076605,101242.80616485384,100802.68367629961,99344.4498242212,1065.9000000000087,1,2441.636323700397,1231.6932848836145,0,0.020123528345191283,1
2025-01-05 07:00:00,103230.21,104616.12,102937.24,103478.05,1799,2666,0,63.326436383795915,101455.68653010586,100907.60000271923,99385.58017422895,233.72999999999593,1,2570.449997280768,1187.253057019381,0,0.02710884095709185,1
2025-01-05 08:00:00,103480.77,104689.94,103124.15,104104.35,1800,2666,0,65.92526728329246,101707.94019390529,101032.96274771064,99432.53310781872,626.3000000000029,1,3071.3872522893653,1262.7706800619467,0,0.00828313130046917,0
2025-01-05 09:00:00,104079.5,105698.06,103752.2,105321.96,1800,2666,0,70.3276458951735,102052.1325563905,101201.15871838866,99491.13437042749,1217.6100000000006,1,4120.801281611348,1523.7153342569243,1,0.012599366741750634,0
2025-01-05 10:00:00,105368.56,106503.32,105253.22,106283.22,1800,2666,0,73.26436728422746,102455.0932653057,101400.45523923617,99558.71731201529,961.2599999999948,1,4882.7647607638355,1711.511201573607,1,0.004137906247100846,0
2025-01-05 11:00:00,106297.58,106307.5,104691.29,104966.66,1800,2666,0,63.93159346006047,102694.29009718135,101540.30640632495,99612.52768702012,-1316.5599999999977,1,3426.353593675056,1543.0452155673458,0,0.005943601520711339,0
2025-01-05 12:00:00,104958.45,106850.95,104828.27,106648.95,1800,2666,0,69.31111802718326,103070.92437364027,101740.64537078279,99682.54183938808,1682.2899999999936,1,4908.304629217208,1702.6272733911246,0,-0.013802011177794072,0
2025-01-05 13:00:00,106645.64,107428.67,105673.12,106723.01,1799,2666,0,69.52659725878787,103418.7420523412,101936.03221898738,99752.59624894641,74.05999999999767,1,4786.977781012611,1788.5003208960625,0,-0.01909260242941045,0
2025-01-05 14:00:00,106754.11,106925.57,105224.14,105590.54,1800,2666,0,62.32075517609384,103625.57995211823,102079.34624961532,99810.68524149421,-1132.4700000000012,1,3511.193750384671,1554.0947789117922,0,-0.010390703561133308,0
2025-01-05 15:00:00,105560.48,105862.81,104358.47,105176.98,1799,2666,0,59.88006565128168,103773.33233763078,102200.82208296374,99864.08120924054,-413.5599999999977,1,2976.157917036253,1237.5449991121839,0,0.01000466071568141,0
2025-01-05 16:00:00,105149.69,105201.3,104178.07,104685.39,1800,2666,0,57.02137781676558,103860.19497214213,102298.25611892596,99912.05443103914,-491.5899999999965,1,2387.1338810740417,1061.9307823278145,0,0.020230807756459572,1
2025-01-05 17:00:00,104700.3,104883.56,103848.14,104493.38,1800,2666,0,55.898860849081466,103920.49830812859,102384.33940837985,99957.63976008353,-192.00999999999476,1,2109.040591620156,905.634182207776,0,0.008378425504084476,0
2025-01-05 18:00:00,104487.29,106583.91,104467.9,106229.24,1799,2666,0,62.991833813044906,104140.3784692592,102535.1198237375,100020.04374257027,1735.8600000000006,1,3694.1201762624987,812.4952396044101,0,-0.026461923289670515,0
2025-01-05 19:00:00,106286.54,106836.93,105529.14,106803.26,1800,2666,0,64.99669610418928,104393.98623409166,102702.49786986544,100087.53843169892,574.0199999999895,1,4100.76213013455,885.5059658885865,0,-0.03666798185748258,0
2025-01-05 20:00:00,106797.18,106846.64,105084.29,105368.87,1800,2666,0,56.726797980497274,104486.8323070353,102807.0614828119,100140.08899456759,-1434.3899999999994,1,2561.8085171880957,872.5965381147411,0,-0.025916383083542598,0
2025-01-05 21:00:00,105350.74,105391.67,103205.36,103418.21,1800,2666,0,47.816613321700835,104385.05875398433,102831.02809132908,100172.70711402463,-1950.659999999989,1,587.1819086709293,1114.783228874487,0,-0.003552275754917919,0
2025-01-05 22:00:00,103431.03,103930.69,102862.52,102887.0,1799,2666,0,45.710954187308204,104242.3864917001,102833.2230681397,100199.71500343732,-531.2100000000064,1,53.77693186029501,1307.280164538763,0,-0.00360793880665202,0
2025-01-05 23:00:00,102887.35,104097.65,102576.79,102638.09,1798,2666,0,44.71727683911428,104089.59634963343,102825.57079095776,100223.97744121407,-248.9100000000035,1,-187.48079095776484,1392.284415813272,0,-0.008971425715346006,0
2025-01-06 00:00:00,102613.31,103236.35,102131.93,103050.84,1800,2666,0,46.78315015618436,103990.66717347786,102834.40487758687,100252.10542687363,412.75,1,216.4351224131242,1448.2001426310208,0,-0.013281114447975292,0
2025-01-06 01:00:00,103046.43,103852.12,102381.04,102515.79,1799,2666,0,44.46356404486444,103850.2026807657,102821.91017650503,100274.62965148185,-535.0500000000029,1,-306.1201765050355,1546.0975310625229,0,-0.012503732351864891,0
2025-01-06 02:00:00,102526.4,103093.56,101707.85,101717.28,1799,2666,0,41.18187219355191,103647.06718735944,102778.59134605386,100288.98438131786,-798.5099999999948,1,-1061.3113460538589,1719.6431529906533,0,-0.019791720738108642,0
2025-01-06 03:00:00,101736.72,101854.67,100815.33,101682.21,1799,2666,0,41.03861175429488,103459.93793142046,102735.5959991498,100302.84732279729,-35.06999999999243,1,-1053.3859991497884,1839.666280246947,0,-0.026296635370140053,0
2025-01-06 04:00:00,101685.22,102030.34,101089.29,101233.96,1800,2666,0,39.16331973252505,103247.94003318992,102676.70831290864,100312.11212555552,-448.25,1,-1442.7483129086322,1730.7610687690371,0,-0.013525006825772717,0
2025-01-06 05:00:00,101235.61,101251.45,99470.31,99704.12,1800,2682,0,33.53160127487345,102910.43336336232,102560.13622220633,100306.06245266442,-1529.840000000011,1,-2856.0162222063373,1497.6226456776687,0,0.005479011298630376,0
2025-01-06 06:00:00,99695.64,99981.6,99003.12,99008.31,1800,2682,0,31.325199396578498,102538.80256685162,102420.84891937471,100293.14949293643,-695.8099999999977,1,-3412.5389193747105,1456.9682678196107,0,0.01997599999434399,1
2025-01-06 07:00:00,99021.05,100045.42,98941.76,99864.77,1799,2682,0,36.83467380804882,102284.13279858005,102320.61053037962,100288.88701041964,856.4600000000064,0,-2455.840530379617,1447.8394886335377,0,0.009250309193121847,0
2025-01-06 08:00:00,99848.17,100762.58,99720.39,100250.4,1799,2682,0,39.19986219551407,102090.44396062005,102239.42580369806,100288.50405509208,385.6299999999901,0,-1989.0258036980667,1392.0745356808607,0,0.009415523529083212,0
2025-01-06 09:00:00,100260.71,101298.94,99998.58,100986.1,1800,2682,0,43.54314680977721,101985.26834532291,102190.2757721805,100295.44530827524,735.7000000000116,0,-1204.1757721804897,1292.5065208677042,0,0.005409061247042817,0
2025-01-06 10:00:00,100992.96,101520.95,100781.3,100788.55,1800,2682,0,42.66186556022649,101871.29516957786,102135.30613405578,100300.35182262077,-197.5500000000029,0,-1346.7561340557731,1073.3314504176017,0,0.01214473271021364,0
2025-01-06 11:00:00,100790.7,101850.36,100737.13,101194.31,1800,2682,0,45.118808827744346,101806.82039152282,102098.40432487712,100309.24692886334,405.75999999999476,0,-904.0943248771218,903.056386580846,0,0.008703947880073575,0
2025-01-06 12:00:00,101199.21,101952.98,100665.92,101532.34,1800,2682,0,47.150524579522035,101780.679401854,102076.20572390154,100321.41700917316,338.02999999999884,0,-543.8657239015447,880.2162450734039,0,0.008764301108395618,0
2025-01-06 13:00:00,101510.12,102020.85,100696.89,102012.6,1800,2682,0,49.98359732400396,101802.7670778679,102073.71138178775,100338.24470062417,480.2600000000093,0,-61.11138178774854,929.1678791053424,0,-0.005141717787802723,0
2025-01-06 14:00:00,102028.68,102644.79,101695.17,102075.1,1800,2682,0,50.35656155557168,101828.70354664238,102073.76583740392,100355.52684290652,62.5,0,1.3341625960892998,1020.7095093125739,0,-0.013884776992626097,0
2025-01-06 15:00:00,102115.43,103208.16,102017.22,102422.2,1800,2682,0,52.47602891880368,101885.22701839072,102087.42992221161,100376.09075491742,347.09999999999127,0,334.7700777883874,1074.2211997002926,0,-0.019828806645434325,0
2025-01-06 16:00:00,102375.47,102576.41,101044.42,101488.08,1799,2682,0,46.69780832596336,101847.4034928297,102063.92600369352,100387.15532452022,-934.1199999999953,0,-575.8460036935139,814.8096364768359,0,-0.006885143555775169,0
2025-01-06 17:00:00,101496.75,101623.83,100325.31,100657.81,1800,2682,0,42.24522420677876,101734.10887446498,102008.7841996271,100389.8484058683,-830.2700000000041,0,-1350.974199627104,693.3025319039282,0,0.0043932010839497345,0
2025-01-06 18:00:00,100658.07,100850.33,99908.55,100391.29,1799,2682,0,40.897179983825076,101606.22136261116,101945.35305454368,100389.86275008852,-266.5200000000041,0,-1554.063054543687,669.7132104589875,0,0.0002705413985616032,0
2025-01-06 19:00:00,100382.24,101272.3,100086.49,100789.32,1800,2682,0,43.78234041249837,101528.42123283866,101900.01842495373,100393.83744909262,398.0300000000134,0,-1110.69842495372,684.479747059324,0,-0.0090506613200685,0
2025-01-06 20:00:00,100819.88,101673.52,100819.88,101100.02,1800,2682,0,45.99838572448336,101487.62111542546,101868.64593770064,100400.86414114146,310.6999999999971,0,-768.6259377006354,663.611305963191,0,-0.004514143518468193,0
2025-01-06 21:00:00,101097.35,101280.65,100418.45,100418.45,1799,2682,0,42.07976627120672,101385.79529490875,101811.77550877121,100401.0391248117,-681.570000000007,0,-1393.3255087712168,728.1692217167046,0,0.00862251906895596,0
2025-01-06 22:00:00,100414.69,100687.25,99565.67,99877.11,1799,2682,0,39.2217677557722,101242.11098110792,101735.90627313312,100395.8258996892,-541.3399999999965,0,-1858.7962731331208,845.3395440077913,0,0.0033234842297699876,0
2025-01-06 23:00:00,99899.8,101271.94,99899.8,100643.64,1800,2682,0,44.92578365843413,101185.11374481193,101693.07230163772,100398.2917116326,766.5299999999988,0,-1049.4323016377166,794.6295650993469,0,0.0017743793845294321,0
2025-01-07 00:00:00,100652.96,101306.12,100149.67,101284.31,1800,2682,0,49.21572938229592,101194.5610072108,101677.04240745584,100407.10781400443,640.6699999999983,0,-392.7324074558419,708.9678030943484,0,-0.0014856200333496982,0
2025-01-07 01:00:00,101299.44,101606.45,100188.05,100209.05,1800,2682,0,43.141851741657874,101100.70281604787,101619.47407775169,100405.13708948698,-1075.2599999999948,0,-1410.4240777516825,497.3490890679026,0,0.014824209989017997,0
2025-01-07 02:00:00,100208.59,101161.62,100172.5,100822.22,1800,2682,0,47.14755940452583,101074.18064309092,101588.20921195751,100409.28716819856,613.1699999999983,0,-765.9892119575088,415.9285645623566,0,0.020187910958516877,1
2025-01-07 03:00:00,100805.06,101379.47,100502.23,101133.84,1799,2682,0,49.10978933806109,101079.86248660606,101570.39081148859,100416.496649112,311.61999999999534,0,-436.5508114885888,446.9098998754372,0,0.006757283219939038,0
2025-01-07 04:00:00,101125.12,101789.74,100620.57,101694.57,1800,2682,0,52.52533364455951,101138.40605931025,101575.26058358708,100429.21379688203,560.7300000000105,0,119.30941641292884,538.2875981005667,0,0.0003127993952872574,0
2025-01-07 05:00:00,101732.78,103182.23,101481.89,102857.61,1799,2682,0,58.71470585382872,101302.13976794737,101625.54879599542,100453.37694318172,1163.0399999999936,0,1232.0612040045817,844.9199519592619,0,-0.022144010540396646,0
2025-01-07 06:00:00,102865.08,103028.41,101625.82,101817.23,1799,2682,0,52.16333672280892,101351.19598052381,101633.0657059564,100466.947620364,-1040.3800000000047,0,184.1642940435995,883.5266504576003,0,-0.006505676887890188,0
2025-01-07 07:00:00,101817.15,102075.03,101435.57,101726.38,1799,2682,0,51.62166667323075,101386.9277919025,101636.72509003655,100479.47928583302,-90.84999999999127,0,89.65490996345761,872.139352808128,0,-0.006189544934165547,0
2025-01-07 08:00:00,101731.39,102403.54,100400.47,100579.93,1800,2682,0,45.237774272575855,101310.07085934035,101595.28214532923,100480.47879542672,-1146.4500000000116,0,-1015.3521453292342,776.1317981266047,0,0.017629362040717304,1
2025-01-07 09:00:00,100595.08,101320.12,100166.16,101154.84,1800,2682,0,48.66613808159497,101295.28696797459,101578.00990433592,100487.18885716378,574.9100000000035,0,-423.1699043359258,746.0410680808577,0,0.011404298598070106,0
2025-01-07 10:00:00,101159.81,101738.69,100950.57,101096.74,1799,2682,0,48.336797960218206,101276.3777329294,101559.13657475413,100493.25404266464,-58.09999999999127,0,-462.3965747541224,749.610924865476,0,0.01631694553157695,1
2025-01-07 11:00:00,101140.84,102910.87,101064.79,102353.09,1799,2682,0,55.37015033299819,101378.92175836468,101590.27200319515,100511.75987308589,1256.3499999999913,0,762.8179968048498,705.2784000551152,0,-0.001291021111331367,0
2025-01-07 12:00:00,102347.68,102631.87,101690.64,102308.44,1800,2682,0,55.0831415019605,101467.44730518709,101618.43545405024,100529.63728728404,-44.64999999999418,0,690.0045459497633,697.5974457473068,0,-0.010083625554255342,0
2025-01-07 13:00:00,102356.03,102845.7,101946.12,102746.33,1799,2682,0,57.414502516260036,101589.24565707403,101662.66661271494,100551.69393119166,437.8899999999994,0,1083.6633872850653,744.1232768573456,0,-0.023180876630824673,0
2025-01-07 14:00:00,102745.93,103386.45,101997.36,102220.95,1800,2682,0,53.80602302651624,101649.40797544793,101684.56007888299,100568.30344431415,-525.3800000000047,0,536.3899211170065,751.7805962031538,0,-0.023145451103712078,0
2025-01-07 15:00:00,102209.34,102458.93,100559.25,101276.8,1799,2682,0,47.97110807831283,101613.92150159575,101668.56948755424,100575.35316128616,-944.1499999999942,0,-391.76948755423655,688.3358430316185,0,-0.00283914973616868,0
2025-01-07 16:00:00,101269.9,101956.07,100220.96,100364.58,1800,2682,0,43.10708558927313,101494.93659668186,101617.43264490506,100573.25591590023,-912.2200000000012,0,-1252.852644905055,809.9657800294713,0,0.010703975446317843,0
2025-01-07 17:00:00,100366.26,100828.02,99747.01,99855.0,1799,2682,0,40.628821858481984,101338.75215890263,101548.3176392225,100566.10909086639,-509.58000000000175,0,-1693.3176392224996,972.9052905036043,0,0.02054258675078863,1
2025-01-07 18:00:00,99859.06,101083.71,99584.04,100989.26,1800,2682,0,47.81982263972884,101305.46719138809,101526.39381023338,100570.3195476737,1134.2599999999948,0,-537.133810233383,942.920084643623,0,0.011543603745586401,0
2025-01-07 19:00:00,100961.46,101970.6,100834.25,101438.88,1800,2682,0,50.3851513835554,101318.17317316064,101522.96189610659,100578.96194023418,449.6200000000099,0,-84.08189610658155,937.7533138434277,0,0.013725605014566383,0
2025-01-07 20:00:00,101432.73,101958.31,100720.39,101906.28,1799,2682,0,52.97341602347143,101374.18334714534,101537.99397861221,100592.16908510748,467.3999999999942,0,368.2860213877866,937.3720519918546,0,0.005073681425717906,0
2025-01-07 21:00:00,101901.89,102183.71,100950.14,102155.04,1800,2682,0,54.338696369892105,101448.55064741721,101562.19186180389,100607.72003948453,248.75999999999476,0,592.8481381961028,920.3619396766824,0,0.007176053183474912,0
2025-01-07 22:00:00,102158.99,103416.96,102070.64,102831.19,1800,2682,0,57.91514072799896,101580.23058575844,101611.95649467433,100629.84411869364,676.1500000000087,0,1219.2335053256684,982.4806262324349,0,0.010045201266269425,0
