time,open,high,low,close,tick_volume,spread,real_volume,rsi,ema20,ema50,ema200,slope,signal
2025-07-17 16:00:00,102366.65,103625.37,102252.29,102416.66,1800,3126,0,62.47391625900475,100342.02876263074,100325.15634670392,101802.03881123869,53.66000000000349,1
2025-06-19 03:00:00,107698.72,107839.24,106869.01,107725.52,1800,3098,0,60.51203603379005,106391.44525214014,106154.56937698912,104823.28318959824,21.66000000000349,1
2025-01-15 20:00:00,93239.3,93939.34,93004.52,93054.5,1799,2614,0,36.36979661516033,94729.03101873692,96635.90118167848,98945.53453430612,-203.6600000000035,1
2025-05-17 13:00:00,99782.47,100034.46,98930.43,99353.32,1573,3359,0,39.39221492828475,101327.75907730516,102474.60841976725,106506.53564604244,-396.8799999999901,0
2025-04-01 15:00:00,117769.98,118816.19,117135.47,117287.64,1800,3201,0,44.57291700438545,117846.67653065865,118497.7728244622,114091.95719386807,-454.0200000000041,1
2025-05-13 08:00:00,104947.23,105802.28,104518.02,105646.48,1798,3359,0,46.560854082936885,105800.99019254252,107529.94892183071,110099.93610124888,721.4599999999919,1
2025-02-12 03:00:00,74228.64,74925.84,74092.48,74577.39,1799,2413,0,38.24450503762596,76019.55108025321,77116.26540468272,80997.53435626518,366.2100000000064,1
2025-03-24 14:00:00,107712.76,108235.49,106209.97,107000.45,1800,3201,0,58.36505291886004,106192.76820978709,103213.80219367734,97376.17690616177,-709.8899999999994,0
2025-07-16 13:00:00,100646.64,100872.79,99518.66,99965.38,1800,3126,0,43.52975336279857,101242.91170496646,101469.97772485676,102512.13905937952,-695.1399999999994,1
2025-03-01 12:00:00,92443.07,93021.25,92140.79,92734.02,1800,2634,0,58.24310806424375,91588.9691181501,90490.19889735137,87297.28685034922,286.38000000000466,1
2025-02-08 22:00:00,79891.38,80181.06,79512.53,79965.69,1800,2572,0,48.23724359456356,79897.33834020908,81068.95111284898,84446.25651125383,63.66000000000349,1
2025-07-04 19:00:00,104929.64,105861.72,104809.92,105369.52,1799,3004,0,47.71467616029242,105976.97269784567,104680.00712874888,102028.73462356425,403.3600000000006,0
2025-01-05 05:00:00,101862.21,102847.12,101353.05,102178.42,1800,2666,0,57.437961383780014,101032.12049799637,100703.02505084244,99305.25514908774,322.6600000000035,1
2025-01-12 06:00:00,102725.6,104256.08,102566.91,104186.8,1800,2682,0,69.97671742167346,100787.50351166863,99812.5907882816,100104.3695270001,1508.4100000000035,0
2025-02-13 16:00:00,74399.25,74732.07,73504.32,73718.37,1799,2413,0,52.68667698634091,73307.76547729247,74046.22175244482,78586.37743658948,-684.75,0
2025-02-23 11:00:00,88978.07,89082.66,87998.26,88061.93,1800,2385,0,55.37970131595312,87616.84545090963,86278.20533309176,82448.8318109068,-940.4700000000012,1
2025-01-15 02:00:00,99481.48,99728.39,98079.32,98534.29,1800,2614,0,49.25069274094528,98679.2669489102,98910.12808969092,99767.88618456568,-954.3400000000112,0
2025-02-19 12:00:00,78497.0,79062.39,78239.65,78465.11,1800,2385,0,48.0748362535931,78555.65283426862,78576.70078302598,77711.04484856257,-2.0500000000029104,1
2025-03-14 05:00:00,93982.85,94093.43,93009.98,93148.09,1799,2873,0,48.14453866798632,93342.37225045376,93968.51573856387,93874.73777979844,-861.5200000000041,1
2025-07-10 07:00:00,108209.19,109500.98,107903.55,109328.2,1800,3081,0,79.80595111871338,105019.68281500552,102393.37920955155,101481.790711415,1111.4100000000035,1
2025-06-15 02:00:00,101483.33,102300.18,101123.62,102052.71,1800,3232,0,43.16630733695457,103088.8614782434,103570.28909368804,103432.69596278516,553.9200000000128,0
2025-02-05 10:00:00,86254.36,86497.88,85628.59,86058.92,1800,2572,0,48.460189928247296,86175.28223800258,86300.87254041038,87648.50415447232,-202.58000000000172,0
2025-02-15 17:00:00,75561.9,75888.92,75194.5,75331.92,1800,2413,0,57.8458486274829,74566.90478195291,74059.9575183954,76723.89227385707,-237.91999999999825,1
2025-02-05 09:00:00,84403.17,86278.12,84237.74,86261.5,1800,2572,0,49.62100056243982,86187.53089463443,86310.74815430466,87664.47987461775,1868.9100000000035,0
2025-02-25 23:00:00,86002.11,86362.58,85818.22,86061.9,1799,2634,0,52.3246502653329,85611.13140480415,86067.7277894273,84318.03675501939,54.229999999995925,1
2025-06-03 16:00:00,100984.36,101206.85,99908.54,100592.49,1800,3350,0,31.183683904788666,103724.71099325472,106393.6978160478,106693.64120631576,-390.7099999999919,0
2025-03-04 10:00:00,90946.62,91125.28,89730.9,89968.15,1800,2877,0,45.2720418002496,90418.90466098148,91265.09811940065,89774.22205746266,-1009.4100000000036,1
2025-04-25 14:00:00,127931.61,128142.21,126977.98,128049.75,1800,4009,0,58.9120940924217,125419.33138367718,127987.51510378708,130322.3446068272,122.55999999999769,1
2025-07-15 06:00:00,101859.56,102072.84,101295.74,101868.56,1799,3126,0,54.23747677114597,101048.26700913314,101982.07642251116,102978.60607554844,3.0500000000029104,0
2025-02-17 10:00:00,77221.31,77384.6,76762.37,77220.99,1799,2385,0,49.35843127033613,77418.32498235845,76710.52046620219,76888.80925785648,-2.5499999999883585,1
2025-05-02 19:00:00,112573.0,113213.28,111720.52,112642.3,1799,3680,0,51.38777413941079,112193.74342243256,113530.5301850224,119785.92243185468,103.0,0
2025-07-04 10:00:00,107803.65,108283.49,107029.99,107417.22,1800,3004,0,58.00071611724988,106777.24870978954,104343.3664233918,101704.35215003992,-373.2099999999919,0
2025-04-30 18:00:00,119044.74,120151.41,118197.3,119783.9,1800,3680,0,52.90084688226196,119039.18131217716,119998.03484440906,124073.1157367992,732.8099999999977,0
2025-07-17 19:00:00,104485.97,105265.15,103960.87,104470.78,1800,3126,0,69.92803903387177,101265.83702871011,100725.73750422816,101862.5235233758,8.44999999999709,0
2025-05-25 22:00:00,98276.76,99969.06,98144.69,99628.86,1800,2784,0,60.19969368426256,97865.95568559197,97840.37823627108,98732.1529267216,1310.5899999999965,1
2025-07-09 19:00:00,102660.22,103291.22,101501.37,102062.71,1800,3081,0,64.91007154275536,99799.61548097324,99587.26061303072,100806.23002755016,-577.4599999999919,1
